TFSI,NCN,Ni,Fe,Predictor,Gas
312.4,776.4,519.21,4.16405063291139,No gas,0
312.79,775.19,518.94,4.16430379746835,No gas,0
312.99,776.4,519.21,4.1653164556962,No gas,0
312.4,775.19,518.94,4.16632911392405,No gas,0
312.4,775.8,518.67,4.16620253164557,No gas,0
312.79,775.8,520.83,4.16607594936709,No gas,0
312.79,775.8,519.75,4.16594936708861,No gas,0
312.3,775.19,518.94,4.16569620253165,No gas,0
312.4,775.8,519.48,4.16544303797468,No gas,0
312.5,774.59,518.67,4.16518987341772,No gas,0
312.7,775.8,519.48,4.16493670886076,No gas,0
312.21,775.19,518.4,4.16481012658228,No gas,0
312.7,773.4,517.87,4.1646835443038,No gas,0
312.21,774.59,518.94,4.16455696202532,No gas,0
312.79,775.8,519.21,4.16518987341772,No gas,0
311.92,775.19,519.21,4.16582278481013,No gas,0
312.89,775.8,519.21,4.16556962025316,No gas,0
312.11,775.19,518.94,4.1653164556962,No gas,0
312.7,776.4,519.48,4.16506329113924,No gas,0
312.01,775.8,518.67,4.16506329113924,No gas,0
312.79,776.4,518.94,4.16506329113924,No gas,0
312.01,775.8,518.67,4.16443037974684,No gas,0
312.89,775.8,519.21,4.16379746835443,No gas,0
312.7,774.59,518.67,4.16405063291139,No gas,0
312.99,775.8,519.48,4.16430379746836,No gas,0
311.82,775.19,518.94,4.16455696202532,No gas,0
312.6,775.8,518.94,4.16506329113924,No gas,0
312.5,774.59,518.94,4.16556962025317,No gas,0
313.09,775.19,518.94,4.16544303797468,No gas,0
312.21,773.99,518.67,4.1653164556962,No gas,0
312.3,776.4,519.48,4.16518987341772,No gas,0
312.7,774.59,518.94,4.16506329113924,No gas,0
312.99,775.8,518.94,4.16493670886076,No gas,0
312.5,774.59,518.4,4.16392405063291,No gas,0
312.4,775.8,518.67,4.16291139240506,No gas,0
313.97,775.8,520.02,4.16291139240506,No gas,0
313.09,775.8,518.67,4.16316455696203,No gas,0
312.5,775.8,518.67,4.16341772151899,No gas,0
312.4,775.8,519.21,4.16443037974684,No gas,0
312.79,775.19,518.94,4.16544303797468,No gas,0
312.99,775.8,518.94,4.16506329113924,No gas,0
312.4,775.19,518.94,4.1646835443038,No gas,0
312.11,775.19,518.67,4.16430379746835,No gas,0
312.7,775.19,518.94,4.16379746835443,No gas,0
312.79,775.8,518.67,4.16329113924051,No gas,0
312.6,775.19,518.94,4.16253164556962,No gas,0
312.4,775.19,518.94,4.16177215189874,No gas,0
312.5,775.19,518.94,4.1620253164557,No gas,0
312.79,775.8,519.48,4.16240506329114,No gas,0
312.21,774.59,518.94,4.16278481012658,No gas,0
313.19,776.4,518.67,4.16354430379747,No gas,0
312.6,775.19,518.94,4.16430379746836,No gas,0
312.99,776.4,518.94,4.16405063291139,No gas,0
312.11,774.59,519.21,4.16379746835443,No gas,0
312.99,775.8,519.21,4.16354430379747,No gas,0
311.82,775.8,518.94,4.16329113924051,No gas,0
312.79,776.4,518.94,4.16303797468354,No gas,0
312.3,775.19,519.21,4.16253164556962,No gas,0
312.99,776.4,518.67,4.1620253164557,No gas,0
311.82,775.19,518.94,4.16227848101266,No gas,0
312.6,775.8,519.48,4.16253164556962,No gas,0
312.4,774.59,518.94,4.16278481012658,No gas,0
312.99,775.19,519.21,4.16354430379747,No gas,0
312.5,774.59,518.94,4.16430379746836,No gas,0
312.3,775.8,518.94,4.16417721518987,No gas,0
312.7,775.8,518.67,4.16405063291139,No gas,0
312.79,775.19,518.67,4.16392405063291,No gas,0
312.21,774.59,518.67,4.16354430379747,No gas,0
312.7,775.8,518.94,4.16316455696203,No gas,0
312.5,774.59,518.94,4.1626582278481,No gas,0
312.7,775.19,518.94,4.16215189873418,No gas,0
312.21,775.19,518.94,4.16227848101266,No gas,0
312.7,775.8,518.67,4.16253164556962,No gas,0
312.01,773.99,516.8,4.16278481012658,No gas,0
313.28,777,520.02,4.16392405063291,No gas,0
313.48,774.59,519.21,4.16506329113924,No gas,0
312.6,775.8,519.48,4.16506329113924,No gas,0
312.79,775.8,518.94,4.16506329113924,No gas,0
312.6,775.8,518.67,4.16506329113924,No gas,0
312.3,775.8,518.94,4.16493670886076,No gas,0
312.21,775.19,518.13,4.16481012658228,No gas,0
312.3,774.59,518.13,4.16367088607595,No gas,0
312.6,774.59,519.21,4.16253164556962,No gas,0
312.01,775.19,519.21,4.1626582278481,No gas,0
313.09,775.8,518.94,4.16291139240506,No gas,0
311.62,774.59,518.67,4.16316455696203,No gas,0
313.09,776.4,519.21,4.16379746835443,No gas,0
312.3,774.59,518.67,4.16443037974684,No gas,0
313.28,775.8,518.94,4.16430379746835,No gas,0
311.92,774.59,518.67,4.16417721518987,No gas,0
312.3,776.4,518.67,4.16405063291139,No gas,0
312.6,773.4,518.94,4.16392405063291,No gas,0
312.79,775.8,519.21,4.16379746835443,No gas,0
312.3,775.8,518.67,4.16316455696203,No gas,0
312.6,775.8,519.48,4.16253164556962,No gas,0
311.92,775.19,518.94,4.16278481012658,No gas,0
312.79,776.4,518.94,4.16303797468354,No gas,0
311.92,775.8,518.94,4.16329113924051,No gas,0
312.6,776.4,519.48,4.16367088607595,No gas,0
312.89,775.8,518.67,4.16405063291139,No gas,0
313.09,775.8,519.48,4.16430379746835,No gas,0
312.11,775.19,518.67,4.16455696202532,No gas,0
312.4,775.8,518.94,4.16481012658228,No gas,0
312.89,775.8,518.94,4.16481012658228,No gas,0
312.89,776.4,518.94,4.16481012658228,No gas,0
312.21,775.8,518.67,4.16430379746835,No gas,0
312.5,776.4,518.67,4.16379746835443,No gas,0
312.7,774.59,518.94,4.16405063291139,No gas,0
312.99,775.8,518.94,4.16405063291139,No gas,0
312.6,775.19,518.94,4.16405063291139,No gas,0
312.4,775.8,518.94,4.16506329113924,No gas,0
312.4,775.19,518.13,4.16607594936709,No gas,0
312.7,775.8,519.48,4.16594936708861,No gas,0
312.5,776.4,519.21,4.16582278481013,No gas,0
312.3,775.8,519.48,4.16569620253164,No gas,0
312.6,774.59,518.94,4.16544303797468,No gas,0
312.21,775.8,518.94,4.16518987341772,No gas,0
312.3,775.8,519.21,4.16417721518987,No gas,0
313.09,776.4,519.21,4.16316455696203,No gas,0
312.79,775.19,518.67,4.16341772151899,No gas,0
312.5,775.8,518.67,4.16367088607595,No gas,0
312.5,775.8,518.94,4.16392405063291,No gas,0
312.89,775.8,519.48,4.16455696202532,No gas,0
312.5,775.19,518.94,4.16518987341772,No gas,0
312.6,775.8,519.48,4.16481012658228,No gas,0
312.21,774.59,518.94,4.16443037974684,No gas,0
312.99,775.8,518.94,4.16405063291139,No gas,0
311.92,775.19,518.94,4.16405063291139,No gas,0
312.7,778.21,518.94,4.16405063291139,No gas,0
312.5,774.59,518.94,4.16329113924051,No gas,0
313.09,775.8,519.21,4.16253164556962,No gas,0
312.21,774.59,518.67,4.1626582278481,No gas,0
312.7,775.8,518.94,4.16278481012658,No gas,0
312.21,775.19,519.21,4.16291139240506,No gas,0
312.99,775.19,518.67,4.16367088607595,No gas,0
312.11,775.19,519.21,4.16443037974684,No gas,0
312.79,775.8,518.67,4.16405063291139,No gas,0
312.99,775.8,519.21,4.16367088607595,No gas,0
313.09,775.8,519.21,4.16329113924051,No gas,0
312.4,775.19,518.94,4.16367088607595,No gas,0
312.79,776.4,518.67,4.16405063291139,No gas,0
313.09,775.19,519.21,4.16329113924051,No gas,0
312.89,775.19,518.4,4.16253164556962,No gas,0
312.5,775.19,518.94,4.16253164556962,No gas,0
312.7,775.8,518.67,4.1626582278481,No gas,0
313.09,775.8,519.21,4.16278481012658,No gas,0
313.09,775.8,518.94,4.16354430379747,No gas,0
312.4,775.8,518.94,4.16430379746835,No gas,0
312.5,775.19,519.21,4.16455696202532,No gas,0
312.89,775.19,519.21,4.16481012658228,No gas,0
312.89,775.8,518.67,4.16506329113924,No gas,0
312.79,775.8,519.21,4.16493670886076,No gas,0
312.4,777,518.94,4.16481012658228,No gas,0
312.79,775.19,519.21,4.16367088607595,No gas,0
312.79,776.4,519.21,4.16253164556962,No gas,0
312.6,775.19,518.94,4.16240506329114,No gas,0
312.79,775.19,518.94,4.16240506329114,No gas,0
312.5,777,518.13,4.16240506329114,No gas,0
312.7,775.8,518.94,4.16303797468354,No gas,0
312.4,778.21,519.75,4.16367088607595,No gas,0
312.79,775.8,519.48,4.16341772151899,No gas,0
312.89,775.8,519.21,4.16316455696203,No gas,0
312.79,775.8,518.94,4.16291139240506,No gas,0
312.4,775.19,518.94,4.16303797468354,No gas,0
312.99,775.8,519.21,4.16316455696203,No gas,0
312.6,775.19,518.94,4.16278481012658,No gas,0
312.89,776.4,518.67,4.16240506329114,No gas,0
311.62,774.59,518.94,4.16253164556962,No gas,0
313.09,775.8,519.75,4.16253164556962,No gas,0
312.3,773.99,518.67,4.16253164556962,No gas,0
312.89,775.8,518.94,4.16329113924051,No gas,0
312.6,775.19,518.94,4.16405063291139,No gas,0
313.19,775.19,518.94,4.16379746835443,No gas,0
312.01,774.59,519.21,4.16354430379747,No gas,0
312.99,775.8,518.94,4.1632911392405,No gas,0
312.79,774.59,518.67,4.16316455696202,No gas,0
313.09,775.8,518.94,4.16303797468354,No gas,0
312.01,775.19,518.94,4.16291139240506,No gas,0
313.09,775.8,518.67,4.16278481012658,No gas,0
312.99,775.19,519.21,4.16291139240506,No gas,0
312.99,775.8,518.67,4.1626582278481,No gas,0
312.11,775.8,519.21,4.16240506329114,No gas,0
312.4,776.4,518.94,4.16341772151899,No gas,0
312.99,775.8,519.21,4.16443037974684,No gas,0
312.89,775.8,519.21,4.16392405063291,No gas,0
313.38,774.59,518.13,4.16341772151899,No gas,0
312.4,775.8,519.21,4.16291139240506,No gas,0
312.7,775.19,518.94,4.16303797468354,No gas,0
312.89,775.19,518.94,4.16316455696203,No gas,0
312.7,775.8,519.21,4.16240506329114,No gas,0
312.6,775.8,518.4,4.16164556962026,No gas,0
312.89,775.8,518.94,4.1620253164557,No gas,0
312.89,775.8,519.21,4.16215189873418,No gas,0
312.6,775.8,518.94,4.16227848101266,No gas,0
312.21,775.8,518.94,4.16316455696203,No gas,0
312.89,775.8,519.48,4.16405063291139,No gas,0
312.99,775.8,518.67,4.16392405063291,No gas,0
312.4,776.4,518.4,4.16379746835443,No gas,0
312.3,775.8,519.48,4.16367088607595,No gas,0
312.99,775.19,518.67,4.16367088607595,No gas,0
312.7,777,518.4,4.16367088607595,No gas,0
312.5,775.8,518.94,4.16316455696203,No gas,0
312.89,775.19,518.94,4.1626582278481,No gas,0
312.99,775.8,518.94,4.16316455696203,No gas,0
312.99,775.8,518.94,4.16341772151899,No gas,0
312.21,775.8,518.4,4.16367088607595,No gas,0
312.89,776.4,519.48,4.16430379746835,No gas,0
312.6,775.8,518.67,4.16493670886076,No gas,0
312.7,775.8,518.67,4.1646835443038,No gas,0
312.01,775.19,518.94,4.16443037974684,No gas,0
312.6,775.19,518.94,4.16417721518987,No gas,0
312.79,775.8,519.21,4.16417721518987,No gas,0
312.89,776.4,518.94,4.16417721518987,No gas,0
312.11,774.59,519.21,4.16367088607595,No gas,0
313.19,776.4,519.21,4.16316455696203,No gas,0
312.01,775.19,518.94,4.16379746835443,No gas,0
312.7,775.8,519.21,4.16405063291139,No gas,0
312.89,777.6,518.13,4.16430379746835,No gas,0
312.7,774.59,518.4,4.1646835443038,No gas,0
312.11,774.59,518.67,4.16506329113924,No gas,0
312.3,776.4,518.67,4.16481012658228,No gas,0
312.6,772.8,519.21,4.16455696202532,No gas,0
312.89,775.19,519.21,4.16430379746836,No gas,0
312.3,777,519.21,4.16417721518987,No gas,0
312.5,775.8,518.94,4.16405063291139,No gas,0
313.09,775.19,519.48,4.16354430379747,No gas,0
313.09,775.8,518.67,4.16303797468354,No gas,0
312.4,778.21,519.21,4.16316455696202,No gas,0
312.3,775.19,518.67,4.16291139240506,No gas,0
312.99,775.19,518.67,4.1626582278481,No gas,0
313.19,775.19,519.21,4.16379746835443,No gas,0
312.6,775.19,518.67,4.16493670886076,No gas,0
312.11,775.8,519.21,4.16455696202532,No gas,0
312.79,775.19,518.67,4.16417721518987,No gas,0
312.79,775.8,518.94,4.16379746835443,No gas,0
312.79,776.4,518.94,4.16367088607595,No gas,0
312.7,776.4,518.94,4.16354430379747,No gas,0
312.89,775.8,518.67,4.16316455696203,No gas,0
312.89,775.8,518.94,4.16278481012658,No gas,0
312.3,775.8,519.21,4.16329113924051,No gas,0
312.7,775.8,518.94,4.16354430379747,No gas,0
312.6,775.8,519.21,4.16379746835443,No gas,0
312.6,776.4,518.94,4.16455696202532,No gas,0
312.4,774.59,518.94,4.1653164556962,No gas,0
312.99,775.8,519.48,4.16493670886076,No gas,0
312.4,775.19,518.94,4.16455696202532,No gas,0
312.89,775.8,518.4,4.16417721518987,No gas,0
312.5,775.8,518.67,4.16417721518987,No gas,0
312.89,775.8,518.94,4.16417721518987,No gas,0
312.21,775.8,519.21,4.16379746835443,No gas,0
312.79,775.8,518.67,4.16341772151899,No gas,0
313.09,776.4,518.94,4.16392405063291,No gas,0
312.79,776.4,519.75,4.16405063291139,No gas,0
312.11,775.19,519.21,4.16417721518987,No gas,0
312.79,775.8,518.94,4.16493670886076,No gas,0
312.79,775.19,518.94,4.16569620253165,No gas,0
312.89,775.8,518.94,4.16506329113924,No gas,0
312.11,775.19,518.94,4.16443037974684,No gas,0
312.6,776.4,518.67,4.16379746835443,No gas,0
312.99,775.19,518.94,4.16392405063291,No gas,0
312.89,777,519.21,4.16405063291139,No gas,0
312.11,775.19,518.94,4.16316455696203,No gas,0
312.4,776.4,518.94,4.16227848101266,No gas,0
314.66,773.99,521.1,4.1626582278481,No gas,0
312.99,776.4,518.94,4.16303797468355,No gas,0
312.5,775.19,519.21,4.16341772151899,No gas,0
313.48,776.4,518.94,4.16443037974684,No gas,0
312.7,774.59,519.21,4.16544303797468,No gas,0
313.09,775.19,518.67,4.16481012658228,No gas,0
312.21,775.19,518.67,4.16417721518987,No gas,0
312.7,776.4,518.67,4.16354430379747,No gas,0
312.6,774.59,518.94,4.16354430379747,No gas,0
312.7,775.8,518.67,4.16354430379747,No gas,0
312.3,776.4,519.21,4.16278481012658,No gas,0
312.99,775.8,518.67,4.1620253164557,No gas,0
312.5,775.8,519.21,4.16227848101266,No gas,0
312.6,775.8,518.94,4.16240506329114,No gas,0
312.11,775.19,518.67,4.16253164556962,No gas,0
312.79,775.19,518.67,4.16341772151899,No gas,0
312.5,775.19,519.21,4.16430379746836,No gas,0
312.4,775.8,518.94,4.16493670886076,No gas,0
312.11,774.59,518.94,4.16455696202532,No gas,0
313.19,775.8,518.67,4.16417721518987,No gas,0
312.21,775.19,518.67,4.16417721518987,No gas,0
312.79,775.8,519.21,4.16417721518987,No gas,0
312.89,774.59,518.94,4.16354430379747,No gas,0
312.99,775.19,518.67,4.16291139240507,No gas,0
312.6,775.19,518.67,4.16341772151899,No gas,0
313.09,775.8,518.67,4.16367088607595,No gas,0
312.99,775.8,518.94,4.16392405063291,No gas,0
312.99,775.8,518.4,4.16481012658228,No gas,0
311.62,776.4,519.21,4.16569620253165,No gas,0
312.79,775.8,518.94,4.16620253164557,No gas,0
312.99,775.8,518.94,4.16556962025316,No gas,0
312.99,775.8,518.67,4.16493670886076,No gas,0
312.01,775.8,518.67,4.16481012658228,No gas,0
312.4,775.8,518.94,4.1646835443038,No gas,0
312.99,775.8,518.94,4.16405063291139,No gas,0
